0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0.0072245,0,0,0.010994,0.0037693,0,0,0.0018846,0,0.0031411,0.0031411,-0.0018846,","
0.014442,0,0,0.021977,0.0075349,0,0,0.0037674,0,0.0062791,0.0062791,-0.0037674,","
0.021645,0,0,0.032938,0.011293,0,0,0.0056465,0,0.0094108,0.0094108,-0.0056465,","
0.028827,0,0,0.043867,0.01504,0,0,0.00752,0,0.012533,0.012533,-0.00752,","
0.03598,0,0,0.054752,0.018772,0,0,0.0093861,0,0.015643,0.015643,-0.0093861,","
0.043098,0,0,0.065583,0.022486,0,0,0.011243,0,0.018738,0.018738,-0.011243,","
0.050173,0,0,0.07635,0.026177,0,0,0.013089,0,0.021814,0.021814,-0.013089,","
0.057199,0,0,0.087041,0.029843,0,0,0.014921,0,0.024869,0.024869,-0.014921,","
0.064168,0,0,0.097647,0.033479,0,0,0.016739,0,0.027899,0.027899,-0.016739,","
0.071074,0,0,0.10816,0.037082,0,0,0.018541,0,0.030902,0.030902,-0.018541,","
0.07791,0,0,0.11856,0.040649,0,0,0.020324,0,0.033874,0.033874,-0.020324,","
0.084669,0,0,0.12884,0.044175,0,0,0.022087,0,0.036812,0.036812,-0.022087,","
0.091344,0,0,0.139,0.047658,0,0,0.023829,0,0.039715,0.039715,-0.023829,","
0.097929,0,0,0.14902,0.051094,0,0,0.025547,0,0.042578,0.042578,-0.025547,","
0.10442,0,0,0.1589,0.054479,0,0,0.027239,0,0.045399,0.045399,-0.027239,","
0.1108,0,0,0.16861,0.05781,0,0,0.028905,0,0.048175,0.048175,-0.028905,","
0.11708,0,0,0.17816,0.061085,0,0,0.030542,0,0.050904,0.050904,-0.030542,","
0.12324,0,0,0.18754,0.064299,0,0,0.03215,0,0.053583,0.053583,-0.03215,","
0.12928,0,0,0.19673,0.06745,0,0,0.033725,0,0.056208,0.056208,-0.033725,","
0.13519,0,0,0.20572,0.070534,0,0,0.035267,0,0.058779,0.058779,-0.035267,","
0.14097,0,0,0.21452,0.073549,0,0,0.036774,0,0.061291,0.061291,-0.036774,","
0.14661,0,0,0.2231,0.076491,0,0,0.038245,0,0.063742,0.063742,-0.038245,","
0.1521,0,0,0.23146,0.079357,0,0,0.039679,0,0.066131,0.066131,-0.039679,","
0.15745,0,0,0.23959,0.082146,0,0,0.041073,0,0.068455,0.068455,-0.041073,","
0.16263,0,0,0.24749,0.084853,0,0,0.042426,0,0.070711,0.070711,-0.042426,","
0.16766,0,0,0.25514,0.087476,0,0,0.043738,0,0.072897,0.072897,-0.043738,","
0.17253,0,0,0.26254,0.090013,0,0,0.045007,0,0.075011,0.075011,-0.045007,","
0.17722,0,0,0.26968,0.092462,0,0,0.046231,0,0.077051,0.077051,-0.046231,","
0.18174,0,0,0.27655,0.094819,0,0,0.047409,0,0.079016,0.079016,-0.047409,","
0.18607,0,0,0.28316,0.097082,0,0,0.048541,0,0.080902,0.080902,-0.048541,","
0.19023,0,0,0.28948,0.09925,0,0,0.049625,0,0.082708,0.082708,-0.049625,","
0.1942,0,0,0.29551,0.10132,0,0,0.05066,0,0.084433,0.084433,-0.05066,","
0.19797,0,0,0.30126,0.10329,0,0,0.051645,0,0.086074,0.086074,-0.051645,","
0.20155,0,0,0.30671,0.10516,0,0,0.052578,0,0.087631,0.087631,-0.052578,","
0.20493,0,0,0.31185,0.10692,0,0,0.05346,0,0.089101,0.089101,-0.05346,","
0.20811,0,0,0.31669,0.10858,0,0,0.05429,0,0.090483,0.090483,-0.05429,","
0.21108,0,0,0.32121,0.11013,0,0,0.055065,0,0.091775,0.091775,-0.055065,","
0.21385,0,0,0.32542,0.11157,0,0,0.055787,0,0.092978,0.092978,-0.055787,","
0.2164,0,0,0.32931,0.11291,0,0,0.056453,0,0.094088,0.094088,-0.056453,","
0.21874,0,0,0.33287,0.11413,0,0,0.057063,0,0.095106,0.095106,-0.057063,","
0.22087,0,0,0.3361,0.11524,0,0,0.057618,0,0.096029,0.096029,-0.057618,","
0.22277,0,0,0.339,0.11623,0,0,0.058115,0,0.096858,0.096858,-0.058115,","
0.22446,0,0,0.34157,0.11711,0,0,0.058555,0,0.097592,0.097592,-0.058555,","
0.22593,0,0,0.3438,0.11787,0,0,0.058937,0,0.098229,0.098229,-0.058937,","
0.22717,0,0,0.34569,0.11852,0,0,0.059261,0,0.098769,0.098769,-0.059261,","
0.22819,0,0,0.34724,0.11905,0,0,0.059527,0,0.099211,0.099211,-0.059527,","
0.22898,0,0,0.34845,0.11947,0,0,0.059734,0,0.099556,0.099556,-0.059734,","
0.22955,0,0,0.34931,0.11976,0,0,0.059882,0,0.099803,0.099803,-0.059882,","
0.22989,0,0,0.34983,0.11994,0,0,0.05997,0,0.099951,0.099951,-0.05997,","
0.23,0,0,0.35,0.12,0,0,0.06,0,0.1,0.1,-0.06,","
0.22989,0,0,0.34983,0.11994,0,0,0.05997,0,0.099951,0.099951,-0.05997,","
0.22955,0,0,0.34931,0.11976,0,0,0.059882,0,0.099803,0.099803,-0.059882,","
0.22898,0,0,0.34845,0.11947,0,0,0.059734,0,0.099556,0.099556,-0.059734,","
0.22819,0,0,0.34724,0.11905,0,0,0.059527,0,0.099211,0.099211,-0.059527,","
0.22717,0,0,0.34569,0.11852,0,0,0.059261,0,0.098769,0.098769,-0.059261,","
0.22593,0,0,0.3438,0.11787,0,0,0.058937,0,0.098229,0.098229,-0.058937,","
0.22446,0,0,0.34157,0.11711,0,0,0.058555,0,0.097592,0.097592,-0.058555,","
0.22277,0,0,0.339,0.11623,0,0,0.058115,0,0.096858,0.096858,-0.058115,","
0.22087,0,0,0.3361,0.11524,0,0,0.057618,0,0.096029,0.096029,-0.057618,","
0.21874,0,0,0.33287,0.11413,0,0,0.057063,0,0.095106,0.095106,-0.057063,","
0.2164,0,0,0.32931,0.11291,0,0,0.056453,0,0.094088,0.094088,-0.056453,","
0.21385,0,0,0.32542,0.11157,0,0,0.055787,0,0.092978,0.092978,-0.055787,","
0.21108,0,0,0.32121,0.11013,0,0,0.055065,0,0.091775,0.091775,-0.055065,","
0.20811,0,0,0.31669,0.10858,0,0,0.05429,0,0.090483,0.090483,-0.05429,","
0.20493,0,0,0.31185,0.10692,0,0,0.05346,0,0.089101,0.089101,-0.05346,","
0.20155,0,0,0.30671,0.10516,0,0,0.052578,0,0.087631,0.087631,-0.052578,","
0.19797,0,0,0.30126,0.10329,0,0,0.051645,0,0.086074,0.086074,-0.051645,","
0.1942,0,0,0.29551,0.10132,0,0,0.05066,0,0.084433,0.084433,-0.05066,","
0.19023,0,0,0.28948,0.09925,0,0,0.049625,0,0.082708,0.082708,-0.049625,","
0.18607,0,0,0.28316,0.097082,0,0,0.048541,0,0.080902,0.080902,-0.048541,","
0.18174,0,0,0.27655,0.094819,0,0,0.047409,0,0.079016,0.079016,-0.047409,","
0.17722,0,0,0.26968,0.092462,0,0,0.046231,0,0.077051,0.077051,-0.046231,","
0.17253,0,0,0.26254,0.090013,0,0,0.045007,0,0.075011,0.075011,-0.045007,","
0.16766,0,0,0.25514,0.087476,0,0,0.043738,0,0.072897,0.072897,-0.043738,","
0.16263,0,0,0.24749,0.084853,0,0,0.042426,0,0.070711,0.070711,-0.042426,","
0.15745,0,0,0.23959,0.082146,0,0,0.041073,0,0.068455,0.068455,-0.041073,","
0.1521,0,0,0.23146,0.079357,0,0,0.039679,0,0.066131,0.066131,-0.039679,","
0.14661,0,0,0.2231,0.076491,0,0,0.038245,0,0.063742,0.063742,-0.038245,","
0.14097,0,0,0.21452,0.073549,0,0,0.036774,0,0.061291,0.061291,-0.036774,","
0.13519,0,0,0.20572,0.070534,0,0,0.035267,0,0.058779,0.058779,-0.035267,","
0.12928,0,0,0.19673,0.06745,0,0,0.033725,0,0.056208,0.056208,-0.033725,","
0.12324,0,0,0.18754,0.064299,0,0,0.03215,0,0.053583,0.053583,-0.03215,","
0.11708,0,0,0.17816,0.061085,0,0,0.030542,0,0.050904,0.050904,-0.030542,","
0.1108,0,0,0.16861,0.05781,0,0,0.028905,0,0.048175,0.048175,-0.028905,","
0.10442,0,0,0.1589,0.054479,0,0,0.027239,0,0.045399,0.045399,-0.027239,","
0.097929,0,0,0.14902,0.051094,0,0,0.025547,0,0.042578,0.042578,-0.025547,","
0.091344,0,0,0.139,0.047658,0,0,0.023829,0,0.039715,0.039715,-0.023829,","
0.084669,0,0,0.12884,0.044175,0,0,0.022087,0,0.036812,0.036812,-0.022087,","
0.07791,0,0,0.11856,0.040649,0,0,0.020324,0,0.033874,0.033874,-0.020324,","
0.071074,0,0,0.10816,0.037082,0,0,0.018541,0,0.030902,0.030902,-0.018541,","
0.064168,0,0,0.097647,0.033479,0,0,0.016739,0,0.027899,0.027899,-0.016739,","
0.057199,0,0,0.087041,0.029843,0,0,0.014921,0,0.024869,0.024869,-0.014921,","
0.050173,0,0,0.07635,0.026177,0,0,0.013089,0,0.021814,0.021814,-0.013089,","
0.043098,0,0,0.065583,0.022486,0,0,0.011243,0,0.018738,0.018738,-0.011243,","
0.03598,0,0,0.054752,0.018772,0,0,0.0093861,0,0.015643,0.015643,-0.0093861,","
0.028827,0,0,0.043867,0.01504,0,0,0.00752,0,0.012533,0.012533,-0.00752,","
0.021645,0,0,0.032938,0.011293,0,0,0.0056465,0,0.0094108,0.0094108,-0.0056465,","
0.014442,0,0,0.021977,0.0075349,0,0,0.0037674,0,0.0062791,0.0062791,-0.0037674,","
0.0072245,0,0,0.010994,0.0037693,0,0,0.0018846,0,0.0031411,0.0031411,-0.0018846,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,-0.0018846,0,0.0031411,0.0031411,0.0018846,0.0072245,0,0,0.010994,0.0037693,0,","
0,-0.0037674,0,0.0062791,0.0062791,0.0037674,0.014442,0,0,0.021977,0.0075349,0,","
0,-0.0056465,0,0.0094108,0.0094108,0.0056465,0.021645,0,0,0.032938,0.011293,0,","
0,-0.00752,0,0.012533,0.012533,0.00752,0.028827,0,0,0.043867,0.01504,0,","
0,-0.0093861,0,0.015643,0.015643,0.0093861,0.03598,0,0,0.054752,0.018772,0,","
0,-0.011243,0,0.018738,0.018738,0.011243,0.043098,0,0,0.065583,0.022486,0,","
0,-0.013089,0,0.021814,0.021814,0.013089,0.050173,0,0,0.07635,0.026177,0,","
0,-0.014921,0,0.024869,0.024869,0.014921,0.057199,0,0,0.087041,0.029843,0,","
0,-0.016739,0,0.027899,0.027899,0.016739,0.064168,0,0,0.097647,0.033479,0,","
0,-0.018541,0,0.030902,0.030902,0.018541,0.071074,0,0,0.10816,0.037082,0,","
0,-0.020324,0,0.033874,0.033874,0.020324,0.07791,0,0,0.11856,0.040649,0,","
0,-0.022087,0,0.036812,0.036812,0.022087,0.084669,0,0,0.12884,0.044175,0,","
0,-0.023829,0,0.039715,0.039715,0.023829,0.091344,0,0,0.139,0.047658,0,","
0,-0.025547,0,0.042578,0.042578,0.025547,0.097929,0,0,0.14902,0.051094,0,","
0,-0.027239,0,0.045399,0.045399,0.027239,0.10442,0,0,0.1589,0.054479,0,","
0,-0.028905,0,0.048175,0.048175,0.028905,0.1108,0,0,0.16861,0.05781,0,","
0,-0.030542,0,0.050904,0.050904,0.030542,0.11708,0,0,0.17816,0.061085,0,","
0,-0.03215,0,0.053583,0.053583,0.03215,0.12324,0,0,0.18754,0.064299,0,","
0,-0.033725,0,0.056208,0.056208,0.033725,0.12928,0,0,0.19673,0.06745,0,","
0,-0.035267,0,0.058779,0.058779,0.035267,0.13519,0,0,0.20572,0.070534,0,","
0,-0.036774,0,0.061291,0.061291,0.036774,0.14097,0,0,0.21452,0.073549,0,","
0,-0.038245,0,0.063742,0.063742,0.038245,0.14661,0,0,0.2231,0.076491,0,","
0,-0.039679,0,0.066131,0.066131,0.039679,0.1521,0,0,0.23146,0.079357,0,","
0,-0.041073,0,0.068455,0.068455,0.041073,0.15745,0,0,0.23959,0.082146,0,","
0,-0.042426,0,0.070711,0.070711,0.042426,0.16263,0,0,0.24749,0.084853,0,","
0,-0.043738,0,0.072897,0.072897,0.043738,0.16766,0,0,0.25514,0.087476,0,","
0,-0.045007,0,0.075011,0.075011,0.045007,0.17253,0,0,0.26254,0.090013,0,","
0,-0.046231,0,0.077051,0.077051,0.046231,0.17722,0,0,0.26968,0.092462,0,","
0,-0.047409,0,0.079016,0.079016,0.047409,0.18174,0,0,0.27655,0.094819,0,","
0,-0.048541,0,0.080902,0.080902,0.048541,0.18607,0,0,0.28316,0.097082,0,","
0,-0.049625,0,0.082708,0.082708,0.049625,0.19023,0,0,0.28948,0.09925,0,","
0,-0.05066,0,0.084433,0.084433,0.05066,0.1942,0,0,0.29551,0.10132,0,","
0,-0.051645,0,0.086074,0.086074,0.051645,0.19797,0,0,0.30126,0.10329,0,","
0,-0.052578,0,0.087631,0.087631,0.052578,0.20155,0,0,0.30671,0.10516,0,","
0,-0.05346,0,0.089101,0.089101,0.05346,0.20493,0,0,0.31185,0.10692,0,","
0,-0.05429,0,0.090483,0.090483,0.05429,0.20811,0,0,0.31669,0.10858,0,","
0,-0.055065,0,0.091775,0.091775,0.055065,0.21108,0,0,0.32121,0.11013,0,","
0,-0.055787,0,0.092978,0.092978,0.055787,0.21385,0,0,0.32542,0.11157,0,","
0,-0.056453,0,0.094088,0.094088,0.056453,0.2164,0,0,0.32931,0.11291,0,","
0,-0.057063,0,0.095106,0.095106,0.057063,0.21874,0,0,0.33287,0.11413,0,","
0,-0.057618,0,0.096029,0.096029,0.057618,0.22087,0,0,0.3361,0.11524,0,","
0,-0.058115,0,0.096858,0.096858,0.058115,0.22277,0,0,0.339,0.11623,0,","
0,-0.058555,0,0.097592,0.097592,0.058555,0.22446,0,0,0.34157,0.11711,0,","
0,-0.058937,0,0.098229,0.098229,0.058937,0.22593,0,0,0.3438,0.11787,0,","
0,-0.059261,0,0.098769,0.098769,0.059261,0.22717,0,0,0.34569,0.11852,0,","
0,-0.059527,0,0.099211,0.099211,0.059527,0.22819,0,0,0.34724,0.11905,0,","
0,-0.059734,0,0.099556,0.099556,0.059734,0.22898,0,0,0.34845,0.11947,0,","
0,-0.059882,0,0.099803,0.099803,0.059882,0.22955,0,0,0.34931,0.11976,0,","
0,-0.05997,0,0.099951,0.099951,0.05997,0.22989,0,0,0.34983,0.11994,0,","
0,-0.06,0,0.1,0.1,0.06,0.23,0,0,0.35,0.12,0,","
0,-0.05997,0,0.099951,0.099951,0.05997,0.22989,0,0,0.34983,0.11994,0,","
0,-0.059882,0,0.099803,0.099803,0.059882,0.22955,0,0,0.34931,0.11976,0,","
0,-0.059734,0,0.099556,0.099556,0.059734,0.22898,0,0,0.34845,0.11947,0,","
0,-0.059527,0,0.099211,0.099211,0.059527,0.22819,0,0,0.34724,0.11905,0,","
0,-0.059261,0,0.098769,0.098769,0.059261,0.22717,0,0,0.34569,0.11852,0,","
0,-0.058937,0,0.098229,0.098229,0.058937,0.22593,0,0,0.3438,0.11787,0,","
0,-0.058555,0,0.097592,0.097592,0.058555,0.22446,0,0,0.34157,0.11711,0,","
0,-0.058115,0,0.096858,0.096858,0.058115,0.22277,0,0,0.339,0.11623,0,","
0,-0.057618,0,0.096029,0.096029,0.057618,0.22087,0,0,0.3361,0.11524,0,","
0,-0.057063,0,0.095106,0.095106,0.057063,0.21874,0,0,0.33287,0.11413,0,","
0,-0.056453,0,0.094088,0.094088,0.056453,0.2164,0,0,0.32931,0.11291,0,","
0,-0.055787,0,0.092978,0.092978,0.055787,0.21385,0,0,0.32542,0.11157,0,","
0,-0.055065,0,0.091775,0.091775,0.055065,0.21108,0,0,0.32121,0.11013,0,","
0,-0.05429,0,0.090483,0.090483,0.05429,0.20811,0,0,0.31669,0.10858,0,","
0,-0.05346,0,0.089101,0.089101,0.05346,0.20493,0,0,0.31185,0.10692,0,","
0,-0.052578,0,0.087631,0.087631,0.052578,0.20155,0,0,0.30671,0.10516,0,","
0,-0.051645,0,0.086074,0.086074,0.051645,0.19797,0,0,0.30126,0.10329,0,","
0,-0.05066,0,0.084433,0.084433,0.05066,0.1942,0,0,0.29551,0.10132,0,","
0,-0.049625,0,0.082708,0.082708,0.049625,0.19023,0,0,0.28948,0.09925,0,","
0,-0.048541,0,0.080902,0.080902,0.048541,0.18607,0,0,0.28316,0.097082,0,","
0,-0.047409,0,0.079016,0.079016,0.047409,0.18174,0,0,0.27655,0.094819,0,","
0,-0.046231,0,0.077051,0.077051,0.046231,0.17722,0,0,0.26968,0.092462,0,","
0,-0.045007,0,0.075011,0.075011,0.045007,0.17253,0,0,0.26254,0.090013,0,","
0,-0.043738,0,0.072897,0.072897,0.043738,0.16766,0,0,0.25514,0.087476,0,","
0,-0.042426,0,0.070711,0.070711,0.042426,0.16263,0,0,0.24749,0.084853,0,","
0,-0.041073,0,0.068455,0.068455,0.041073,0.15745,0,0,0.23959,0.082146,0,","
0,-0.039679,0,0.066131,0.066131,0.039679,0.1521,0,0,0.23146,0.079357,0,","
0,-0.038245,0,0.063742,0.063742,0.038245,0.14661,0,0,0.2231,0.076491,0,","
0,-0.036774,0,0.061291,0.061291,0.036774,0.14097,0,0,0.21452,0.073549,0,","
0,-0.035267,0,0.058779,0.058779,0.035267,0.13519,0,0,0.20572,0.070534,0,","
0,-0.033725,0,0.056208,0.056208,0.033725,0.12928,0,0,0.19673,0.06745,0,","
0,-0.03215,0,0.053583,0.053583,0.03215,0.12324,0,0,0.18754,0.064299,0,","
0,-0.030542,0,0.050904,0.050904,0.030542,0.11708,0,0,0.17816,0.061085,0,","
0,-0.028905,0,0.048175,0.048175,0.028905,0.1108,0,0,0.16861,0.05781,0,","
0,-0.027239,0,0.045399,0.045399,0.027239,0.10442,0,0,0.1589,0.054479,0,","
0,-0.025547,0,0.042578,0.042578,0.025547,0.097929,0,0,0.14902,0.051094,0,","
0,-0.023829,0,0.039715,0.039715,0.023829,0.091344,0,0,0.139,0.047658,0,","
0,-0.022087,0,0.036812,0.036812,0.022087,0.084669,0,0,0.12884,0.044175,0,","
0,-0.020324,0,0.033874,0.033874,0.020324,0.07791,0,0,0.11856,0.040649,0,","
0,-0.018541,0,0.030902,0.030902,0.018541,0.071074,0,0,0.10816,0.037082,0,","
0,-0.016739,0,0.027899,0.027899,0.016739,0.064168,0,0,0.097647,0.033479,0,","
0,-0.014921,0,0.024869,0.024869,0.014921,0.057199,0,0,0.087041,0.029843,0,","
0,-0.013089,0,0.021814,0.021814,0.013089,0.050173,0,0,0.07635,0.026177,0,","
0,-0.011243,0,0.018738,0.018738,0.011243,0.043098,0,0,0.065583,0.022486,0,","
0,-0.0093861,0,0.015643,0.015643,0.0093861,0.03598,0,0,0.054752,0.018772,0,","
0,-0.00752,0,0.012533,0.012533,0.00752,0.028827,0,0,0.043867,0.01504,0,","
0,-0.0056465,0,0.0094108,0.0094108,0.0056465,0.021645,0,0,0.032938,0.011293,0,","
0,-0.0037674,0,0.0062791,0.0062791,0.0037674,0.014442,0,0,0.021977,0.0075349,0,","
0,-0.0018846,0,0.0031411,0.0031411,0.0018846,0.0072245,0,0,0.010994,0.0037693,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
0,0,0,0,0,0,0,0,0,0,0,0,","
